DLL Author Name,Authorized Name,DLL Work Record
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Auctarium Ursicampinum (382-1154) (83455)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Landiberti ep. Traiectensis (83489)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Anselmi abbatis (1112-1135) (83456)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Vita Wicberti (83490)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Aquicinctina (1149-1237) (83457)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Hymnus de Sancta Lucia I (dub.) (83491)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Atrebatensis (1114-1127) (83458)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Hymnus de Sancta Lucia II (dub.) (83492)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Bergensis (1201-1237) (83459)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Burburgense (1114-1164) (83460)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Hymnus de sancto uincentio (dub.) (83493)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Gemblacensis (1136-1148) (83461)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Sigebertus Gemblacensis (dub.) (83494)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Praemonstratensis (1113-1155) (83462)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Sequentia de Sancta Lucia (dub.) (83495)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Tornacensis (1114-1172. 1332-1334) (83463)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Sequentia de Sancto Vincentio I (dub.) (83496)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Continuatio Valcellensis (1114-1163) (83464)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Sequentia de Sancto Vincentio Ii (dub.) (83497)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Chronica (83465)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112","Vita Altera Sigeberti III, Regis Francorum (dub.) (83498)"
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Commentarium in Ecclesiasten (83466)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112","Vita Sigeberti III, Regis Francorum (dub.) (83499)"
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Epistula cuiusdam aduersus laicorum in presbyteros coniugatos contumeliam (83467)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Epistula de passione Luciae Syracusanae (83468)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Epistula Leodicensium aduersus Pascalem papam (83469)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Epistulae de ieiuniis quattuor temporum (83470)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Gesta abbatum Gemblacensium (83471)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Lectiones de Wicberto Gemblacensi (83472)
"45582 : Sigebert, of Gembloux, approximately 1030-1112","Sigebert, of Gembloux, approximately 1030-1112",Liber de uiris illustribus (83473)
"45584 : Thegan, Chorepiscopus of Trier, approximately 800-","Thegan, Chorepiscopus of Trier, approximately 800-",Gesta Hludowici imperatoris (83520)
"45597 : William, of Tyre, Archbishop of Tyre, approximately 1130-approximately 1190","William, of Tyre, Archbishop of Tyre, approximately 1130-approximately 1190",Historia Rerum in partibus transmarinis gestarum (83710)
"45597 : William, of Tyre, Archbishop of Tyre, approximately 1130-approximately 1190","William, of Tyre, Archbishop of Tyre, approximately 1130-approximately 1190",Chronicon (82821)
"45602 : Dante Alighieri, 1265-1321","Dante Alighieri, 1265-1321",De uulgari eloquentia (82655)
"45602 : Dante Alighieri, 1265-1321","Dante Alighieri, 1265-1321",Egloghe (82656)
"45602 : Dante Alighieri, 1265-1321","Dante Alighieri, 1265-1321",Monarchia (82657)
"45614 : Radolf, of Liège","Radolf, of Liège",Epistulae ad Ragimboldum Coloniensem (83303)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Ira (89619)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Agamemnon (81572)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Otio (89620)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Apocolocyntosis (81573)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Brevitate Vitae (89621)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Beneficiis (81574)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Vita Beata (89622)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Clementia (81575)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Tranquillitate Animi (89623)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Vita Patris (81576)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Providentia (89624)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Dialogi (81577)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Consolatione ad Polybium (89625)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Epistulae Morales ad Lucilium (81578)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Consolatione ad Helviam (89626)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Ex Cleanthe versus (81579)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Consolatione ad Marciam (89627)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Hercules Furens (81580)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",De Constantia (89628)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Hercules Oetaeus (81581)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Epigrammata super exilio (91909)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Medea (81582)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Naturales Quaestiones (81583)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Fragmenta (90871)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Octavia (dub.) (81584)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Oedipus (81585)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Phaedra (81586)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Phoenissae (81587)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Thyestes (81588)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Troades (81589)
"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",Liber Senecae de Moribus (91776)
"45683 : Accius, Lucius","Accius, Lucius",Carmina (81590)
"45683 : Accius, Lucius","Accius, Lucius",Praetextae (81591)
"45683 : Accius, Lucius","Accius, Lucius",Tragoediae (81592)
"45684 : Valerius, Aedituus","Valerius, Aedituus",Epigrammata (81593)
"45686 : Afranius, Lucius","Afranius, Lucius",Togatae (81594)
"45687 : Claudius Caecus, App. (Appius)","Claudius Caecus, App. (Appius)",sententiae (81595)
45688 : Aprissius,Aprissius,Fragmentum (81596)
45689 : Aquilius,Aquilius,"Palliata, fragmenta (81597)"
"45690 : Arruntius, L. (Lucius)","Arruntius, L. (Lucius)",Historiae Belli Punici (81598)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",Pro Cornelio (81601)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",Pro Milone (81602)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",Pro Scauro (81603)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",Commentarii in diuinationem in Q. Caecilium (dub.) (84207)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",Commentarii in Verrinas (dub.) (84208)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",In Senatu Contra L. Pisonem (81599)
"45691 : Asconius Pedianus, Quintus","Asconius Pedianus, Quintus",In Toga Candida (81600)
"45692 : Asellio, Sempronius","Asellio, Sempronius",Rerum Gestarum Libri (81604)
45693 : Ateius Praetextatus L. (Lucius),Ateius Praetextatus L. (Lucius),Grammatica (81605)
45694 : Atilius,Atilius,Palliatae (81606)
"45695 : Atta, Titus Quinctius","Atta, Titus Quinctius",Epigramma (81607)
"45695 : Atta, Titus Quinctius","Atta, Titus Quinctius",Togatae (81608)
45696 : Balbus,Balbus,Expositio et ratio omnium formarum (81609)
45696 : Balbus,Balbus,Liber de asse (dub.) (84209)
"45697 : Bibaculus, M. Furius (Marcus Furius)","Bibaculus, M. Furius (Marcus Furius)",Carmina (81610)
"45698 : Brutus, M. Junius (Marcus Junius), active 146 B.C.-136 B.C.","Brutus, M. Junius (Marcus Junius), active 146 B.C.-136 B.C.",Iurisprudentia (81612)
45700 : Caecilius Statius,Caecilius Statius,Palliatae (81613)
"45701 : Caesar, Julius","Caesar, Julius",Bellum Africum (dub.) (87477)
"45701 : Caesar, Julius","Caesar, Julius",Bellum Alexandrinum (dub.) (87478)
"45701 : Caesar, Julius","Caesar, Julius",Bellum Hispaniense (dub.) (87479)
"45701 : Caesar, Julius","Caesar, Julius",Anticato (81614)
"45701 : Caesar, Julius","Caesar, Julius",Bellum Civile (81615)
"45701 : Caesar, Julius","Caesar, Julius",Carmina (81616)
"45701 : Caesar, Julius","Caesar, Julius",De Analogia (81617)
"45701 : Caesar, Julius","Caesar, Julius",De Bello Gallico (81618)
"45701 : Caesar, Julius","Caesar, Julius",epistulae ad Ciceronem (81619)
"45701 : Caesar, Julius","Caesar, Julius",Epistulae ad familiares (81620)
"45701 : Caesar, Julius","Caesar, Julius",Orationes (81621)
"45702 : Caesar Strabo, C. Julius","Caesar Strabo, C. Julius",Orationes (81622)
"45702 : Caesar Strabo, C. Julius","Caesar Strabo, C. Julius",Tragoediae (81623)
45703 : Caesius Bassus,Caesius Bassus,Breviatio pedum (dub.) (81624)
45703 : Caesius Bassus,Caesius Bassus,carmen (81625)
45703 : Caesius Bassus,Caesius Bassus,De compositionibus (dub.) (81626)
45703 : Caesius Bassus,Caesius Bassus,De metris Horatii (dub.) (81627)
45703 : Caesius Bassus,Caesius Bassus,"De Metris, fragmenta (81628)"
45703 : Caesius Bassus,Caesius Bassus,Genera versuum (dub.) (81629)
45703 : Caesius Bassus,Caesius Bassus,Poeticae species Lat. (dub.) (81630)
45704 : Calpurnius Flaccus,Calpurnius Flaccus,"Declamationes, excerpta (81631)"
"45705 : Piso Frugi, Lucius Calpurnius","Piso Frugi, Lucius Calpurnius",Annales (81632)
"45706 : Calpurnius Siculus, Titus","Calpurnius Siculus, Titus",Eclogae (81633)
"45707 : Calvus, C. Licinius Macer","Calvus, C. Licinius Macer",Carmina (81634)
"45707 : Calvus, C. Licinius Macer","Calvus, C. Licinius Macer",Orationes (81635)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",Carmen De Moribus (81636)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",De Agri Cultura (81637)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius","De Agri Cultura, fragmenta (81638)"
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",De Medicina (81639)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",De Re Militari (81640)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",De Rhetorica (81641)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",Dicta Memorabilia (81642)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",Epistulae (81643)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",incertorum librorum fragmenta (81644)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",Iurisprudentia (81645)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",Orationes (81646)
"45709 : Cato, Marcus Porcius","Cato, Marcus Porcius",Origines (81647)
"45711 : Cicero, Quintus Tullius","Cicero, Quintus Tullius",Epistulae a Q. Tullio Cicerone (91247)
"45711 : Cicero, Quintus Tullius","Cicero, Quintus Tullius",Carmina (81648)
"45711 : Cicero, Quintus Tullius","Cicero, Quintus Tullius",Commentariolum petitionis (dub.) (81649)
"45712 : Cincius, L. (Lucius)","Cincius, L. (Lucius)",Grammatica (81650)
"45712 : Cincius, L. (Lucius)","Cincius, L. (Lucius)",Iurisprudentia (81651)
"45713 : Cinna, C. Helvius","Cinna, C. Helvius",Carmina (81652)
"45715 : Coelius Antipater, Lucius","Coelius Antipater, Lucius",Annales (81653)
"45717 : Cornelia, mother of the Gracchi","Cornelia, mother of the Gracchi","epistula, fragmenta (81654)"
"45718 : Cornificius, Q. (Quintus)","Cornificius, Q. (Quintus)","Carmina, fragmenta (81655)"
"45738 : Clodius, Ser. (Serius)","Clodius, Ser. (Serius)",Grammatica (81656)
"45740 : Curtius Rufus, Quintus","Curtius Rufus, Quintus",Historiae Alexandri Magni (81657)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistula ad Chrestum (81664)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistula ad Miltiadem et ad Marcum (81665)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistula ad omnes qui ab consilio aberat (81666)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistula ad Porfyrium (81667)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistula de iure civitatis Orcistenorum (81668)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistulae ad Anulinum (81669)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Oratio ad Sanctorum Coetum (81670)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Ad Synodum in Palatio Habitam Oratio de Pace (81658)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Commentarii (81659)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Decreta et Constitutiones (81660)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Edictum Mediolani (81661)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistolae (81662)
"45741 : Constantine I, Emperor of Rome","Constantine I, Emperor of Rome",Epistula ad Caecilianum (81663)
"45768 : Marsus, Domitius","Marsus, Domitius",Carmina (81671)
"45768 : Marsus, Domitius","Marsus, Domitius",Epigrammata ex bobiensibus (81672)
45769 : Egnatius,Egnatius,De Rerum Natura (81673)
"45770 : Ennius, Quintus","Ennius, Quintus",Annales (81674)
"45770 : Ennius, Quintus","Ennius, Quintus",incerta (81675)
"45770 : Ennius, Quintus","Ennius, Quintus",Palliatae (81676)
"45770 : Ennius, Quintus","Ennius, Quintus",Praetextae (81677)
"45770 : Ennius, Quintus","Ennius, Quintus",Saturae (81678)
"45770 : Ennius, Quintus","Ennius, Quintus",Tragoediae (81679)
"45770 : Ennius, Quintus","Ennius, Quintus",varia (81680)
45771 : Cornelius Epicadus,Cornelius Epicadus,Grammatica (81681)
"45772 : Fabius Maximus Servilianus, Q.","Fabius Maximus Servilianus, Q.",Annales (81682)
45774 : Fabius Pictor,Fabius Pictor,Annales (81683)
45774 : Fabius Pictor,Fabius Pictor,Iuris Pontificis Libri (81684)
45774 : Fabius Pictor,Fabius Pictor,oratio (91235)
"45775 : Fannius, C. (Caius)","Fannius, C. (Caius)",Historiae (81685)
"45775 : Fannius, C. (Caius)","Fannius, C. (Caius)",Orationes (81686)
"45776 : Festus, Sextus Pompeius","Festus, Sextus Pompeius",De Verborum Significatione (81687)
